sabbat_DESC;The Sword of Caine, formed by anarchs who refused to submit to the Camarilla;;;;;;;;;;;;;x
inconnu_group;Inconnu;;;;;;;;;;;;;x
inconnu;Inconnu;;;;;;;;;;;;;x
inconnu_DESC;The hidden ones, a reclusive sect of Roman vampires;;;;;;;;;;;;;x
oradealeague;Oradea;;;;;;;;;;;;;x
oradealeague_DESC;The Oradea League is made up of Old Clan Tzimisce who refuse to join the Sabbat or the Camarilla;;;;;;;;;;;;;x
masquerade_independent_group;Independent Clans;;;;;;;;;;;;;x
giovanni;Giovanni;;;;;;;;;;;;;x
giovanni_DESC;Necromancers;;;;;;;;;;;;;x
setite;Setite;;;;;;;;;;;;;x
setite_DESC;The Followers of Set;;;;;;;;;;;;;x
mayaparisataya;Mayaparisataya;;;;;;;;;;;;;x
mayaparisataya_DESC;The Ravnos Path of Paradox;;;;;;;;;;;;;x
autarkis;Autarkis;;;;;;;;;;;;;x
autarkis_DESC;Vampires outside of sect or clan;;;;;;;;;;;;;x
mortifiers_of_flesh;Mortifiers of Flesh;;;;;;;;;;;;;;x
mortifiers_of_flesh_DESC;Mortifiers of Flesh;;;;;;;;;;;;;;x
garou_group;Garou;;;;;;;;;;;;;x
wyrm_group;Servants of the Wyrm;;;;;;;;;;;;;x
silver_fangs;Silver Fangs;;;;;;;;;;;;;x
silver_fangs_DESC;Alphas of the Garou Nation;;;;;;;;;;;;;x
black_furies;Black Furies;;;;;;;;;;;;;x
black_furies_DESC;Greek Amazonian warriors;;;;;;;;;;;;;x
stargazers;Stargazers;;;;;;;;;;;;;x
stargazers_DESC;Mystical werewolves of India;;;;;;;;;;;;;x
red_talons;Red Talons;;;;;;;;;;;;;x
red_talons_DESC;Beastial werewolves who want no company with man;;;;;;;;;;;;;x
get_of_fenris;Get of Fenris;;;;;;;;;;;;;x
get_of_fenris_DESC;Norse warrior werewolves;;;;;;;;;;;;;x
fianna;Fianna;;;;;;;;;;;;;x
fianna_DESC;Celtic werewolves;;;;;;;;;;;;;x
white_howlers;White Howlers;;;;;;;;;;;;;x
white_howlers_DESC;Pictish werewolves;;;;;;;;;;;;;x
silent_striders;Silent Striders;;;;;;;;;;;;;x 
silent_striders_DESC;Banished from Egypt by the curse of Sutekh, these werewolves wander the deserts;;;;;;;;;;;;;x 
warders_of_men;Warders of Men;;;;;;;;;;;;;x  
warders_of_men_DESC;Town dwelling werewolves;;;;;;;;;;;;;x  
glass_walkers;Glass Walkers;;;;;;;;;;;;;x  
glass_walkers_DESC;City-dwelling werewolves;;;;;;;;;;;;;x  
bone_gnawers;Bone Gnawers;;;;;;;;;;;;;x 
bone_gnawers_DESC;Mongrel werewolves found in city slums ;;;;;;;;;;;;;x 
shadow_lords;Shadow Lords;;;;;;;;;;;;;x 
shadow_lords_DESC;Spread from the Eurasian Steppes to the lands of Hungary, Slavs and the Balkans;;;;;;;;;;;;;x 
black_spiral_dancers;Black Spiral Dancers;;;;;;;;;;;;;x
black_spiral_dancers_DESC;Wyrm-corrupted werewolves;;;;;;;;;;;;;x
mage_group;Mage;;;;;;;;;;;;;;x
magicka;Magicka;;;;;;;;;;;;;;x
magicka_DESC;Magicka;;;;;;;;;;;;;;x
nameless_mage;Nameless;;;;;;;;;;;;;x
nameless_mage_DESC;The Nameless are a collection of factions and cabals of apostates that refused the authority of the Diamond Orders and rebelled against them. After making peace, the Nameless then formed the Free Council, turning the Diamond into a Pentacle. Most of the Nameless who did not join the Free Council were destroyed, though many pockets remain.;;;;;;;;;;;;;x
adamantine_arrow;Adamantine Arrow;;;;;;;;;;;;;x
adamantine_arrow_DESC;The Adamantine Arrow are an order of mages that claim descent from members of the Ungula Draconis (Claw of the Dragon) who protected the shards of fallen Atlantis. They are the most militaristic of the Diamond Orders and act as defenders to the legitimate heirs of Atlantis.;;;;;;;;;;;;;x
guardians_of_the_veil;Guardians of the Veil;;;;;;;;;;;;;x
guardians_of_the_veil_DESC;The Guardians of the Veil are an order of mages that claim descent from members of the Visus Draconis (Eye of the Dragon). They act as the enforcers, secret police, and spies for the Lex Magica and Consilii that hold its tenets.;;;;;;;;;;;;;x
mysterium;Mysterium;;;;;;;;;;;;;x
mysterium_DESC;The Mysterium are an order of mages that claim descent from members of the Alae Draconis (Dragon's Wing), the research and development branch of Atlantean society. Now they seek to reclaim the lore lore of the world and remember the lessons of fallen Atlantis.;;;;;;;;;;;;;x
silver_ladder;Silver Ladder;;;;;;;;;;;;;x
silver_ladder_DESC;The Silver Ladder are an order of mages that claim descent from Atlantean priests and viziers known as the Vox Draconis (Dragon's Voice). They believe in mankind's inherent right to divinity and magic.;;;;;;;;;;;;;x
thanatoic;Thanatoic;;;;;;;;;;;;;x
thanatoic_DESC;Thanatoic;;;;;;;;;;;;;x
praetorian;Praetorian;;;;;;;;;;;;;x
praetorian_DESC;Praetorian;;;;;;;;;;;;;x
mammon;Mammon;;;;;;;;;;;;;x
mammon_DESC;Mammon, the Feeder of Greed or Gushasu-Nihur, is one of the nine Maeljin (powerful spirits who rule over a plane of spirits known as the Shadow). He appears as a skeletal angel with pale skin and bat wings. He plagues any Cahalith near his Wounds with visions of want and hunger.;;;;;;;;;;;;;x
paternoster;Paternoster;;;;;;;;;;;;;x
paternoster_DESC;The Father is one of the four Archigenitor Exarchs, the main rulers of the Fallen World. He grants his servants power over Doctrine and his Ministry is Paternoster. The Father is the Exarch of Prime and is considered by his followers to be the origin of revealed religion.;;;;;;;;;;;;;x
panopticon;Panopitcon;;;;;;;;;;;;;x
panopticon_DESC;Panopitcon is an organization of technocrats created by Control itself. It's main purpose is to enforce Control's directives and keep the Traditions (the Technocrats' rivals) fractured and broken. A secondary task is the silent enforcement of the assimilation of reality and the destruction of threatening Reality Deviants.;;;;;;;;;;;;;x
scelesti;Scelesti;;;;;;;;;;;;;x
scelesti_DESC;The Scelesti, or the Accursed, are mages who chose to gain power through service to the Abyss, their souls tainted by allowing the void to merge with them. Due to this, they are often perceived as mad and often executed.;;;;;;;;;;;;;x
pharmakons;Pharmakons;;;;;;;;;;;;;x
pharmakons_DESC;Pharmakons;;;;;;;;;;;;;x
timori;Timori;;;;;;;;;;;;;x
timori_DESC;The Timori are mages that steal mana from other mages in order to become immortal. This has the disadvantage of causing an intense addiction and turning them into living corpses.;;;;;;;;;;;;;x
orphan;Orphan;;;;;;;;;;;;;x
orphan_DESC;An Orphan is a mage who has learned magic without a formal tutor. They are often prejudiced as loose cannons and threats to those around them.;;;;;;;;;;;;;x
valdaermen;Valdaermen;;;;;;;;;;;;;x
valdaermen_DESC;The Valdaermen are Nordic practitioners of rune magic.;;;;;;;;;;;;;x
order_of_hermes;Order of Hermes;;;;;;;;;;;;;x
order_of_hermes_DESC;The Order of Hermes is one of the pillars of the Traditions. They were Founded in 767 in an event known as the Pax Hermetica. Obsessed with perfection, they are easily the most hierarchical and prestigious of the Traditions.;;;;;;;;;;;;;x
messianic_voices;Messianic Voices;;;;;;;;;;;;;x
messianic_voices_DESC;The Messianic Voices' paradigm was built on a Foundation of Divinity (Relationship to the Divine), which empowered the Singers to call on the aid of four Archangels.;;;;;;;;;;;;;x
mithraic_singers;Mithraic Singers;;;;;;;;;;;;;x
mithraic_singers_DESC;Mithraic Singers;;;;;;;;;;;;;x
daedalan_cabal_of_pure_thought;Cabal of Pure Thought;;;;;;;;;;;;;x
daedalan_cabal_of_pure_thought_DESC;Cabal of Pure Thought;;;;;;;;;;;;;x
argonauts;Argonauts;;;;;;;;;;;;;x
argonauts_DESC;Argonauts;;;;;;;;;;;;;x
collegium_astrologia;Collegium Astrologia;;;;;;;;;;;;;x
collegium_astrologia_DESC;Collegium Astrologia;;;;;;;;;;;;;x
brotherhood_of_the_rule;Brotherhood of The Rule;;;;;;;;;;;;;x
brotherhood_of_the_rule_DESC;Brotherhood of The Rule;;;;;;;;;;;;;x
collegium_praecepti;Collegium Praecepti;;;;;;;;;;;;;x
collegium_praecepti_DESC;Collegium Praecepti;;;;;;;;;;;;;x
cosian_circle;Cosian Circle;;;;;;;;;;;;;x
cosian_circle_DESC;Cosian Circle;;;;;;;;;;;;;x
nif_ur_en_daah;Nif'ur en'Daah;;;;;;;;;;;;;x
nif_ur_en_daah_DESC;The Nif'ur en'Daah (Eaters of the Weak) are an Infernalist sect of mages.;;;;;;;;;;;;;x
marauders;Marauders;;;;;;;;;;;;;x
marauders_DESC;Marauders;;;;;;;;;;;;;x
ixoi;Ixoi;;;;;;;;;;;;;x
ixoi_DESC;Ixoi;;;;;;;;;;;;;x
aeduna;Aeduna;;;;;;;;;;;;;x
aeduna_DESC;Aeduna;;;;;;;;;;;;;x
spirit-talkers;Spirit-Talkers;;;;;;;;;;;;;x
spirit-talkers_DESC;Spirit-Talkers;;;;;;;;;;;;;x
ahl-i-batin;Ahl-i-Batin;;;;;;;;;;;;;x
ahl-i-batin_DESC;Ahl-i-Batin;;;;;;;;;;;;;x
taftani;Taftani;;;;;;;;;;;;;x
taftani_DESC;Taftani;;;;;;;;;;;;;x
kitab_al-alacir;Kitab al-Alacir;;;;;;;;;;;;;x
kitab_al-alacir_DESC;Kitab al-Alacir;;;;;;;;;;;;;x
mokteshaf_al-nour;Mokteshaf al-Nour;;;;;;;;;;;;;x
mokteshaf_al-nour_DESC;Mokteshaf al-Nour;;;;;;;;;;;;;x
sahajiya;Sahajiya;;;;;;;;;;;;;x
sahajiya_DESC;Sahajiya;;;;;;;;;;;;;x
lions_of_zion;Lions of Zion;;;;;;;;;;;;;x
lions_of_zion_DESC;Lions of Zion;;;;;;;;;;;;;x
chakravanti;Chakravanti;;;;;;;;;;;;;x
chakravanti_DESC;Chakravanti;;;;;;;;;;;;;x
akashayana;Akashayana;;;;;;;;;;;;;x
akashayana_DESC;Akashayana;;;;;;;;;;;;;x
verbenae;Verbenae;;;;;;;;;;;;;x
verbenae_DESC;Verbenae;;;;;;;;;;;;;x
choeur_celeste;Choeur Celeste;;;;;;;;;;;;;x
choeur_celeste_DESC;Choeur Celeste;;;;;;;;;;;;;x
cabal_of_pure_thought;Cabal of Pure Thought;;;;;;;;;;;;;x
cabal_of_pure_thought_DESC;Cabal of Pure Thought;;;;;;;;;;;;;x
high_guild;High Guild;;;;;;;;;;;;;x
high_guild_DESC;High Guild;;;;;;;;;;;;;x
void_seekers;Void Seekers;;;;;;;;;;;;;x
void_seekers_DESC;Void Seekers;;;;;;;;;;;;;x
celestial_masters;Celestial Masters;;;;;;;;;;;;;x
celestial_masters_DESC;Celestial Masters;;;;;;;;;;;;;x
craftmasons;Craftmasons;;;;;;;;;;;;;x
craftmasons_DESC;Craftmasons;;;;;;;;;;;;;x
artificers;Artificers;;;;;;;;;;;;;x
artificers_DESC;Artificers;;;;;;;;;;;;;x
hippocratic_circle;Hippocratic Circle;;;;;;;;;;;;;x
hippocratic_circle_DESC;Hippocratic Circle;;;;;;;;;;;;;x
solificati;Solificati;;;;;;;;;;;;;x
solificati_DESC;Solificati;;;;;;;;;;;;;x
nephandi;Nephandi;;;;;;;;;;;;;x
nephandi_sect;Nephandi;;;;;;;;;;;;;x
knights_templar;Knights Templar;;;;;;;;;;;;;x
knights_templar_DESC;Knights Templar;;;;;;;;;;;;;x
ksirafai;Ksirafai;;;;;;;;;;;;;x
ksirafai_DESC;Ksirafai;;;;;;;;;;;;;x
natural_philosophers_guild;Natural Philosophers Guild;;;;;;;;;;;;;x
natural_philosophers_guild_DESC;Natural Philosophers Guild;;;;;;;;;;;;;x
sons_of_tengri;Sons of Tengri;;;;;;;;;;;;;x
sons_of_tengri_DESC;Sons of Tengri;;;;;;;;;;;;;x
seers_of_chronus;Seers of Chronus;;;;;;;;;;;;;x
seers_of_chronus_DESC;Seers of Chronus;;;;;;;;;;;;;x
changeling_group;Changeling;;;;;;;;;;;;;;x
demon_group;Demon;;;;;;;;;;;;;;x
geist_group;Geist;;;;;;;;;;;;;;x
mummy_group;Mummy;;;;;;;;;;;;;;x
promethean_group;Promethean;;;;;;;;;;;;;;x
innocent_group;Innocent Mortals;;;;;;;;;;;;;;x
GOD_LONGINUS;Longinus;;;;;;;;;;;;;;x
GOD_THE_ADVERSARY;The Adversary;;;;;;;;;;;;;;x
TESTAMENT_OF_LONGINUS;Testament of Longinus;;;;;;;;;;;;;;x
JYHAD;Jyhad;;;;;;;;;;;;;;x
HOLY_WAR;Covenant War;;;;;;;;;;;;;;x
VOIVODE_OF_VOIVODES;Voivode of Voivodes;;;;;;;;;;;;;x
LEGEND;Legend;;;;;;;;;;;;;x
THE_ALL_HIGH;The All High;;;;;;;;;;;;;x
CRONE;Crone;;;;;;;;;;;;;x
CRUSADER_SAINT;Crusader Saint;;;;;;;;;;;;;x
GOD_LUNA;Luna;;;;;;;;;;;;;;x
GOD_THE_WYRM;The Wyrm;;;;;;;;;;;;;;x
GOD_FATHER_WOLF;Father Wolf;;;;;;;;;;;;;;x
order_of_reason_group;Order of Reason;;;;;;;;;;;;;;
order_of_reason_group_desc;Order of Reason;;;;;;;;;;;;;;
natural_philosphers_guild;Natural Philosphers Guild;;;;;;;;;;;;;;
natural_philosphers_guild_desc;Natural Philosphers Guild;;;;;;;;;;;;;;
daedalan_group;Daedalan Group;;;;;;;;;;;;;;
daedalan_group_desc;Daedalan Group;;;;;;;;;;;;;;
daedalan_craftmason;Daedalan Craftmason;;;;;;;;;;;;;;
daedalan_craftmason_desc;Daedalan Craftmason;;;;;;;;;;;;;;
daedalan;Daedalan;;;;;;;;;;;;;;
daedalan_desc;Daedalan;;;;;;;;;;;;;;
magical_traditions_group;Magical Traditions;;;;;;;;;;;;;;
magical_traditions_group_desc;Magical Traditions;;;;;;;;;;;;;;
sons_of_ether;Sons of Ether;;;;;;;;;;;;;;
sons_of_ether_desc;Sons of Ether;;;;;;;;;;;;;;
cult_of_mercury;Cult of Mercury;;;;;;;;;;;;;;
cult_of_mercury_desc;Cult of Mercury;;;;;;;;;;;;;;
verbena;Verbena;;;;;;;;;;;;;;
verbena_desc;Verbena;;;;;;;;;;;;;;
the_old_faith;The Old Faith;;;;;;;;;;;;;;
the_old_faith_desc;The Old Faith;;;;;;;;;;;;;;
dream_speakers;Dream Speakers;;;;;;;;;;;;;;
dream_speakers_desc;Dream Speakers;;;;;;;;;;;;;;
euthanatos;Euthanatos;;;;;;;;;;;;;;
euthanatos_desc;Euthanatos;;;;;;;;;;;;;;
seers_of_chronos;Seers of Chronos;;;;;;;;;;;;;;
seers_of_chronos_desc;Seers of Chronos;;;;;;;;;;;;;;
cult_of_ecstasy;Cult of Ecstasy;;;;;;;;;;;;;;
cult_of_ecstasy_desc;Cult of Ecstasy;;;;;;;;;;;;;;
celestial_chorus;Celestial Chorus;;;;;;;;;;;;;;
celestial_chorus_desc;Celestial Chorus;;;;;;;;;;;;;;
vampire_high_clans_group;High Clans;;;;;;;;;;;;;;
vampire_high_clans_group_desc;High Clans;;;;;;;;;;;;;;
revenant_high_clans;Revenant High Clans;;;;;;;;;;;;;;
revenant_high_clans_desc;Revenant High Clans;;;;;;;;;;;;;;
revenant_ashirra;Revenant Ashirra;;;;;;;;;;;;;;
revenant_ashirra_desc;Revenant Ashirra;;;;;;;;;;;;;;
revenant_assamite;Revenant Assamite;;;;;;;;;;;;;;
revenant_assamite_desc;Revenant Assamite;;;;;;;;;;;;;;
revenant_anarchs;Revenant Anarchs;;;;;;;;;;;;;;
revenant_anarchs_desc;Revenant Anarchs;;;;;;;;;;;;;;
revenant_promethean;Revenant Promethean;;;;;;;;;;;;;;
revenant_promethean_desc;Revenant Promethean;;;;;;;;;;;;;;
revenant_autarkis;Revenant Autarkis;;;;;;;;;;;;;;
revenant_autarkis_desc;Revenant Autarkis;;;;;;;;;;;;;;
revenant_furores;Revenant Furores;;;;;;;;;;;;;;
revenant_furores_desc;Revenant Furores;;;;;;;;;;;;;;
revenant_low_clans;Revenant Low Clans;;;;;;;;;;;;;;
revenant_low_clans_desc;Revenant Low Clans;;;;;;;;;;;;;;
revenant_baali;Revenant Baali;;;;;;;;;;;;;;
revenant_baali_desc;Revenant Baali;;;;;;;;;;;;;;
revenant_masquerade_camarilla;Revenant Masquerade Camarilla;;;;;;;;;;;;;;
revenant_masquerade_camarilla_desc;Revenant Masquerade Camarilla;;;;;;;;;;;;;;
revenant_sabbat;Revenant Sabbat;;;;;;;;;;;;;;
revenant_sabbat_desc;Revenant Sabbat;;;;;;;;;;;;;;
revenant_inconnu;Revenant Inconnu;;;;;;;;;;;;;;
revenant_inconnu_desc;Revenant Inconnu;;;;;;;;;;;;;;
revenant_giovanni;Revenant Giovanni;;;;;;;;;;;;;;
revenant_giovanni_desc;Revenant Giovanni;;;;;;;;;;;;;;
revenant_setite;Revenant Setite;;;;;;;;;;;;;;
revenant_setite_desc;Revenant Setite;;;;;;;;;;;;;;
revenant_mayaparisataya;Revenant Mayaparisataya;;;;;;;;;;;;;;
revenant_mayaparisataya_desc;Revenant Mayaparisataya;;;;;;;;;;;;;;
seasons_courts_group;Seasons Courts;;;;;;;;;;;;;;
seasons_courts_group_desc;Seasons Courts;;;;;;;;;;;;;;
diurnal_courts_group;Diurnal Courts;;;;;;;;;;;;;;
diurnal_courts_group_desc;Diurnal Courts;;;;;;;;;;;;;;
auroral_courts_group;Auroral Courts;;;;;;;;;;;;;;
auroral_courts_group_desc;Auroral Courts;;;;;;;;;;;;;;
directional_courts_group;Directional Courts;;;;;;;;;;;;;;
directional_courts_group_desc;Directional Courts;;;;;;;;;;;;;;
spring_court;Spring Court;;;;;;;;;;;;;;
